--------- beginning of main
07-16 21:40:55.984  7476  7476 W zygote  : Unexpected CPU variant for X86 using defaults: x86
07-16 21:40:56.405  7476  7476 D WM-WrkMgrInitializer: Initializing WorkManager with default configuration.
07-16 21:40:56.580  7476  7476 D WM-PackageManagerHelper: Skipping component enablement for androidx.work.impl.background.systemjob.SystemJobService
07-16 21:40:56.580  7476  7476 D WM-Schedulers: Created SystemJobScheduler and enabled SystemJobService
07-16 21:40:56.797  7476  7491 D WM-ForceStopRunnable: The default process name was not specified.
07-16 21:40:56.812  7476  7491 D WM-ForceStopRunnable: Performing cleanup operations.
07-16 21:40:56.929  7476  7491 D WM-SystemJobScheduler: Reconciling jobs
07-16 21:40:57.193  7476  7491 D WM-ForceStopRunnable: Application was force-stopped, rescheduling.
07-16 21:40:57.342  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 90bf00d6-4b8f-4159-9503-973d652bbe45Job ID 404
07-16 21:40:57.391  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 314dec9a-586d-49d5-90b8-fdcd35e94b4fJob ID 398
07-16 21:40:57.413  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 0084af10-5a52-446b-b6b0-120f0ea7d1a5Job ID 405
07-16 21:40:57.762  7476  7476 I SVStartup: onCreate: MainActivity launcher with system splash theme
07-16 21:40:57.778  7476  7491 D WM-PackageManagerHelper: Skipping component enablement for androidx.work.impl.background.systemalarm.RescheduleReceiver
07-16 21:40:57.789  7476  7487 I zygote  : NativeAlloc concurrent copying GC freed 15444(1852KB) AllocSpace objects, 0(0B) LOS objects, 53% free, 1340KB/2MB, paused 14.633ms total 105.481ms
07-16 21:40:57.803  7476  7494 D OpenGLRenderer: HWUI GL Pipeline
07-16 21:40:57.814  7476  7476 I Choreographer: Skipped 84 frames!  The application may be doing too much work on its main thread.
07-16 21:40:58.195  7476  7487 I zygote  : Background concurrent copying GC freed 8531(1316KB) AllocSpace objects, 0(0B) LOS objects, 50% free, 2MB/5MB, paused 1.339ms total 206.038ms
07-16 21:40:59.377  7476  7494 D         : HostConnection::get() New Host Connection established 0xe00071c0, tid 7494
07-16 21:40:59.461  7476  7487 I zygote  : NativeAlloc concurrent copying GC freed 20915(3MB) AllocSpace objects, 0(0B) LOS objects, 50% free, 1864KB/3MB, paused 1.216ms total 309.158ms
07-16 21:40:59.505  7476  7494 I zygote  : android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
07-16 21:40:59.506  7476  7494 I OpenGLRenderer: Initialized EGL, version 1.4
07-16 21:40:59.506  7476  7494 D OpenGLRenderer: Swap behavior 1
07-16 21:40:59.518  7476  7494 D EGL_emulation: eglCreateContext: 0xe1a05a20: maj 2 min 0 rcv 2
07-16 21:40:59.523  7476  7494 D EGL_emulation: eglMakeCurrent: 0xe1a05a20: ver 2 0 (tinfo 0xe1a03ef0)
07-16 21:40:59.586  7476  7476 I Choreographer: Skipped 104 frames!  The application may be doing too much work on its main thread.
07-16 21:40:59.599  7476  7494 D EGL_emulation: eglMakeCurrent: 0xe1a05a20: ver 2 0 (tinfo 0xe1a03ef0)
07-16 21:41:00.483  7476  7476 I Choreographer: Skipped 53 frames!  The application may be doing too much work on its main thread.
07-16 21:41:01.145  7476  7498 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
07-16 21:41:01.545  7476  7511 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<kotlinx.coroutines.internal.ClassValueCtorCache$cache$1>: java.lang.NoClassDefFoundError: Failed resolution of: Ljava/lang/ClassValue;
07-16 21:46:59.914  7476  7476 I zygote  : Deoptimizing void kotlinx.coroutines.JobKt.ensureActive(kotlinx.coroutines.Job) due to JIT inline cache
07-16 21:46:59.915  7476  7476 I zygote  : Deoptimizing void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlinx.coroutines.Job) due to JIT inline cache
07-16 21:46:59.942  7476  7476 I Choreographer: Skipped 87 frames!  The application may be doing too much work on its main thread.
07-16 21:47:00.098  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.text.android.PaintExtensions_androidKt.fillStringBounds(android.graphics.Paint, java.lang.CharSequence, int, int, android.graphics.Rect) due to JIT inline cache
07-16 21:47:00.111  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.spatial.RectManager.boundingRectInRoot(androidx.compose.ui.node.NodeCoordinator, androidx.compose.ui.geometry.MutableRect) due to JIT inline cache
07-16 21:47:00.500  7476  7476 I Choreographer: Skipped 32 frames!  The application may be doing too much work on its main thread.
07-16 21:47:00.566  7476  7836 D SurfaceUtils: disconnecting from surface 0xc3d84808, reason disconnectFromSurface
07-16 21:47:00.566  7476  7836 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:47:00.568  7476  7836 D         : HostConnection::get() New Host Connection established 0xcb26b9c0, tid 7836
07-16 21:47:00.598  7476  7836 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:47:00.613  7476  7836 D         : HostConnection::get() New Host Connection established 0xcb26b9c0, tid 7836
07-16 21:47:00.629  7476  7836 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:47:00.634  7476  7836 D         : HostConnection::get() New Host Connection established 0xcb26b9c0, tid 7836
07-16 21:47:00.669  7476  7836 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:47:00.673  7476  7836 D         : HostConnection::get() New Host Connection established 0xcb26b9c0, tid 7836
07-16 21:47:00.673  7476  7836 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:47:00.685  7476  7836 D         : HostConnection::get() New Host Connection established 0xcb26b9c0, tid 7836
07-16 21:47:00.723  7476  7836 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:47:00.831  7476  7831 I zygote  : Deoptimizing boolean androidx.media3.exoplayer.ExoPlayerImplInternal.shouldUseLivePlaybackSpeedControl(androidx.media3.common.Timeline, androidx.media3.exoplayer.source.MediaSource$MediaPeriodId) due to JIT inline cache
07-16 21:47:01.385  7476  7476 I Choreographer: Skipped 50 frames!  The application may be doing too much work on its main thread.
07-16 21:47:02.276  7476  7476 I ExoPlayerImpl: Init 1c354c [AndroidXMedia3/1.6.1] [generic_x86, sdk_google_atv_x86, unknown, 27]
07-16 21:47:02.300  7476  7476 I zygote  : Deoptimizing int androidx.media3.exoplayer.ExoPlayerImpl.getCurrentWindowIndexInternal(androidx.media3.exoplayer.PlaybackInfo) due to JIT inline cache
07-16 21:47:02.304  7476  7476 I zygote  : Deoptimizing androidx.media3.exoplayer.analytics.AnalyticsListener$EventTime androidx.media3.exoplayer.analytics.DefaultAnalyticsCollector.generateEventTime(androidx.media3.exoplayer.source.MediaSource$MediaPeriodId) due to JIT inline cache
07-16 21:47:02.332  7476  7476 I zygote  : Deoptimizing androidx.media3.common.Timeline$Period androidx.media3.exoplayer.source.MaskingMediaSource$MaskingTimeline.getPeriod(int, androidx.media3.common.Timeline$Period, boolean) due to JIT inline cache
07-16 21:47:02.335  7476  7476 I zygote  : Deoptimizing int androidx.media3.exoplayer.source.MaskingMediaSource$MaskingTimeline.getIndexOfPeriod(java.lang.Object) due to JIT inline cache
07-16 21:47:02.360  7476  7476 I Choreographer: Skipped 56 frames!  The application may be doing too much work on its main thread.
07-16 21:47:02.362  7476  7476 I zygote  : Deoptimizing void androidx.compose.runtime.snapshots.SnapshotKt.notifyWrite(androidx.compose.runtime.snapshots.Snapshot, androidx.compose.runtime.snapshots.StateObject) due to JIT inline cache
07-16 21:47:03.741  7476  7487 I zygote  : WaitForGcToComplete blocked Background on None for 11.545ms
07-16 21:47:04.530  7476  7476 I Choreographer: Skipped 63 frames!  The application may be doing too much work on its main thread.
07-16 21:47:05.400  7476  7487 I zygote  : Background concurrent copying GC freed 26198(1437KB) AllocSpace objects, 296(21MB) LOS objects, 30% free, 13MB/19MB, paused 12.198ms total 1.656s
07-16 21:47:05.798  7476  7476 I Choreographer: Skipped 74 frames!  The application may be doing too much work on its main thread.
07-16 21:47:06.271  7476  8268 I zygote  : Deoptimizing void androidx.media3.exoplayer.source.ProgressiveMediaPeriod$ExtractingLoadable.load() due to JIT inline cache
07-16 21:47:06.802  7476  7476 I Choreographer: Skipped 58 frames!  The application may be doing too much work on its main thread.
07-16 21:47:07.665  7476  7476 I Choreographer: Skipped 45 frames!  The application may be doing too much work on its main thread.
07-16 21:47:08.299  7476  7487 I zygote  : Background concurrent copying GC freed 1107(189KB) AllocSpace objects, 4(9MB) LOS objects, 18% free, 25MB/31MB, paused 32.453ms total 1.648s
07-16 21:47:08.577  7476  7476 I Choreographer: Skipped 41 frames!  The application may be doing too much work on its main thread.
07-16 21:47:09.559  7476  7476 I Choreographer: Skipped 39 frames!  The application may be doing too much work on its main thread.
07-16 21:47:09.573  7476  7487 I zygote  : Background concurrent copying GC freed 1048(107KB) AllocSpace objects, 5(10MB) LOS objects, 16% free, 30MB/36MB, paused 8.477ms total 962.251ms
07-16 21:47:09.672  7476  8278 I OMXClient: Treble IOmx obtained
07-16 21:47:09.701  7476  8277 D SurfaceUtils: connecting to surface 0xc15bc008, reason connectToSurface
07-16 21:47:09.705  7476  8277 I MediaCodec: [OMX.google.h264.decoder] setting surface generation to 7655426
07-16 21:47:09.705  7476  8277 D SurfaceUtils: disconnecting from surface 0xc15bc008, reason connectToSurface(reconnect)
07-16 21:47:09.710  7476  8277 D SurfaceUtils: connecting to surface 0xc15bc008, reason connectToSurface(reconnect)
07-16 21:47:09.712  7476  8278 E ACodec  : [OMX.google.h264.decoder] setPortMode on output to DynamicANWBuffer failed w/ err -1010
07-16 21:47:09.733  7476  8278 I ACodec  : codec does not support config priority (err -1010)
07-16 21:47:09.788  7476  8268 I zygote  : Deoptimizing int androidx.media3.exoplayer.source.BundledExtractorsAdapter.read(androidx.media3.extractor.PositionHolder) due to JIT inline cache
07-16 21:47:10.035  7476  8282 I OMXClient: Treble IOmx obtained
07-16 21:47:10.044  7476  8282 I ACodec  : codec does not support config priority (err -2147483648)
07-16 21:47:10.044  7476  8282 I ACodec  : codec does not support config operating rate (err -2147483648)
07-16 21:47:11.845  7476  7476 I Choreographer: Skipped 111 frames!  The application may be doing too much work on its main thread.
07-16 21:47:16.084  7476  7476 I Choreographer: Skipped 251 frames!  The application may be doing too much work on its main thread.
07-16 21:47:16.291  7476  8277 D MediaCodec: [OMX.google.h264.decoder] setting dataspace on output surface to #104
07-16 21:47:18.208  7476  8267 D AudioTrack: Client defaulted notificationFrames to 4000 for frameCount 12000
07-16 21:47:19.170  7476  7476 I Choreographer: Skipped 184 frames!  The application may be doing too much work on its main thread.
07-16 21:47:20.251  7476  7476 I Choreographer: Skipped 64 frames!  The application may be doing too much work on its main thread.
07-16 21:47:21.461  7476  7476 I Choreographer: Skipped 71 frames!  The application may be doing too much work on its main thread.
